Latitude (decimal degrees):	35.697
Longitude (decimal degrees):	104.011
Elevation (m):	3235
Radiation database:	PVGIS-ERA5


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20220529:2030,0.0,0.0,0.0,7.04,1.03,0.0
20220529:2130,0.0,0.0,-4.46,6.65,1.03,0.0
20220529:2230,16.97,32.75,6.45,7.2,0.69,0.0
20220529:2330,77.03,105.72,18.02,7.8,0.34,0.0
20220530:0030,243.14,310.79,30.05,10.42,0.28,0.0
20220530:0130,414.16,510.26,42.21,12.64,1.1,0.0
20220530:0230,571.2,708.89,54.28,14.48,1.86,0.0
20220530:0330,564.08,700.37,65.7,16.16,2.34,0.0
20220530:0430,623.21,781.03,74.48,17.09,2.76,0.0
20220530:0530,537.86,673.16,74.74,18.27,3.17,0.0
20220530:0630,374.17,465.67,66.2,18.84,3.52,0.0
20220530:0730,259.16,326.74,54.84,18.58,3.03,0.0
20220530:0830,274.1,343.69,42.78,18.37,3.72,0.0
20220530:0930,137.97,182.46,30.62,18.09,4.28,0.0
20220530:1030,65.41,95.86,18.63,17.11,4.48,0.0
20220530:1130,11.0,25.27,7.04,16.09,4.0,0.0
20220530:1230,0.0,0.0,-3.9,14.87,3.38,0.0
20220530:1330,0.0,0.0,0.0,13.81,2.69,0.0
20220530:1430,0.0,0.0,0.0,12.95,2.21,0.0
20220530:1530,0.0,0.0,0.0,12.21,2.0,0.0
20220530:1630,0.0,0.0,0.0,11.51,1.72,0.0
20220530:1730,0.0,0.0,0.0,10.68,1.52,0.0
20220530:1830,0.0,0.0,0.0,10.16,1.45,0.0
20220530:1930,0.0,0.0,0.0,9.74,1.93,0.0
20220530:2030,0.0,0.0,0.0,9.66,1.93,0.0
20220530:2130,0.0,0.0,-4.39,9.28,1.93,0.0
20220530:2230,12.3,26.45,6.51,8.5,1.79,0.0
20220530:2330,48.07,72.01,18.08,9.25,1.24,0.0
20220531:0030,259.16,336.05,30.09,12.39,1.52,0.0
20220531:0130,448.96,557.68,42.25,14.69,1.38,0.0
20220531:0230,580.2,742.49,54.33,16.58,0.55,0.0
20220531:0330,674.85,885.7,65.77,18.38,0.69,0.0
20220531:0430,693.75,898.2,74.6,20.27,2.0,0.0
20220531:0530,648.88,832.18,74.89,21.6,2.83,0.0
20220531:0630,574.27,727.59,66.32,22.46,3.45,0.0
20220531:0730,518.26,650.33,54.94,21.87,3.72,0.0
20220531:0830,362.23,456.09,42.88,22.08,4.07,0.0
20220531:0930,221.09,294.62,30.72,21.69,4.41,0.0
20220531:1030,75.49,133.86,18.73,20.79,4.69,0.0
20220531:1130,15.16,31.66,7.15,19.39,4.97,0.0
20220531:1230,0.0,0.0,-3.78,17.37,3.86,0.0
20220531:1330,0.0,0.0,0.0,15.49,3.1,0.0
20220531:1430,0.0,0.0,0.0,14.05,2.41,0.0
20220531:1530,0.0,0.0,0.0,12.41,1.66,0.0
20220531:1630,0.0,0.0,0.0,11.98,1.03,0.0
20220531:1730,0.0,0.0,0.0,12.32,0.48,0.0
20220531:1830,0.0,0.0,0.0,11.95,0.41,0.0
20220531:1930,0.0,0.0,0.0,10.96,0.28,0.0
20220531:2030,0.0,0.0,0.0,11.01,0.48,0.0
20220531:2130,0.0,0.0,-4.31,10.92,0.9,0.0
20220531:2230,15.22,30.65,6.57,9.73,1.38,0.0
20220531:2330,44.62,67.86,18.12,9.34,1.52,0.0
20220601:0030,262.75,341.99,30.13,13.73,2.41,0.0
20220601:0130,463.21,570.61,42.29,16.99,3.86,0.0
20220601:0230,621.63,765.87,54.38,19.22,5.45,0.0
20220601:0330,728.91,908.87,65.83,20.69,6.07,0.0
20220601:0430,781.16,983.68,74.71,21.84,6.34,0.0
20220601:0530,778.72,985.08,75.03,22.75,6.34,0.0
20220601:0630,722.36,911.98,66.43,23.36,6.28,0.0
20220601:0730,619.6,773.95,55.04,23.57,6.76,0.0
20220601:0830,458.62,573.83,42.97,23.43,6.9,0.0
20220601:0930,263.12,350.08,30.81,22.82,7.03,0.0
20220601:1030,72.43,133.93,18.83,21.81,6.97,0.0
20220601:1130,15.21,31.83,7.26,20.31,6.55,0.0
20220601:1230,0.0,0.0,-3.66,18.29,5.52,0.0
20220601:1330,0.0,0.0,0.0,16.28,4.9,0.0
20220601:1430,0.0,0.0,0.0,14.74,4.34,0.0
20220601:1530,0.0,0.0,0.0,13.48,4.0,0.0
20220601:1630,0.0,0.0,0.0,12.45,3.72,0.0
20220601:1730,0.0,0.0,0.0,11.67,3.72,0.0
20220601:1830,0.0,0.0,0.0,11.13,3.66,0.0
20220601:1930,0.0,0.0,0.0,10.54,2.76,0.0
20220601:2030,0.0,0.0,0.0,9.84,2.34,0.0
20220601:2130,0.0,0.0,-4.25,9.01,1.86,0.0
20220601:2230,18.35,34.72,6.62,8.34,1.52,0.0
20220601:2330,63.49,90.55,18.17,9.73,0.9,0.0
20220602:0030,231.54,298.02,30.17,12.3,0.69,0.0
20220602:0130,385.22,479.61,42.32,14.77,0.97,0.0
20220602:0230,514.69,638.51,54.41,16.71,2.28,0.0
20220602:0330,541.58,676.02,65.89,18.7,2.97,0.0
20220602:0430,628.94,791.07,74.81,19.95,3.72,0.0
20220602:0530,636.83,798.03,75.16,20.44,4.14,0.0
20220602:0630,597.5,753.01,66.54,21.48,3.66,0.0
20220602:0730,527.23,661.72,55.14,22.39,4.21,0.0
20220602:0830,362.57,458.32,43.07,22.83,4.21,0.0
20220602:0930,199.87,265.13,30.91,22.67,4.34,0.0
20220602:1030,71.35,120.75,18.93,22.01,4.76,0.0
20220602:1130,13.81,29.91,7.36,21.16,4.62,0.0
20220602:1230,0.0,0.0,-3.55,19.92,3.45,0.0
20220602:1330,0.0,0.0,0.0,18.21,2.41,0.0
20220602:1430,0.0,0.0,0.0,16.73,2.0,0.0
20220602:1530,0.0,0.0,0.0,15.59,2.07,0.0
20220602:1630,0.0,0.0,0.0,14.74,1.79,0.0
20220602:1730,0.0,0.0,0.0,14.15,1.03,0.0
20220602:1830,0.0,0.0,0.0,14.49,0.34,0.0
20220602:1930,0.0,0.0,0.0,11.97,1.86,0.0
20220602:2030,0.0,0.0,0.0,12.14,1.72,0.0
20220602:2130,0.0,0.0,-4.19,12.04,1.79,0.0
20220602:2230,13.43,28.38,6.67,11.83,1.86,0.0
20220602:2330,64.79,93.13,18.21,12.92,2.0,0.0
20220603:0030,97.25,132.76,30.2,15.15,2.97,0.0
20220603:0130,146.27,189.47,42.35,15.56,4.14,0.0
20220603:0230,219.49,273.47,54.45,15.57,4.55,0.0
20220603:0330,196.37,247.68,65.94,15.61,4.9,0.0
20220603:0430,112.16,149.25,74.91,14.8,4.9,0.0
20220603:0530,81.26,112.13,75.29,12.44,3.79,0.0
20220603:0630,72.3,101.29,66.65,11.66,3.93,0.0
20220603:0730,60.44,87.1,55.24,11.05,3.86,0.0
20220603:0830,54.16,79.49,43.16,10.79,3.52,0.0
20220603:0930,34.0,55.29,31.0,10.6,3.1,0.0
20220603:1030,14.14,29.2,19.03,10.27,2.83,0.0
20220603:1130,0.47,6.86,7.47,9.95,2.48,0.0
20220603:1230,0.0,0.0,-3.44,9.61,2.14,0.0
20220603:1330,0.0,0.0,0.0,9.43,1.72,0.0
20220603:1430,0.0,0.0,0.0,9.37,1.31,0.0
20220603:1530,0.0,0.0,0.0,9.04,1.59,0.0
20220603:1630,0.0,0.0,0.0,8.66,2.0,0.0
20220603:1730,0.0,0.0,0.0,8.3,2.21,0.0
20220603:1830,0.0,0.0,0.0,7.93,2.21,0.0
20220603:1930,0.0,0.0,0.0,7.15,1.93,0.0
20220603:2030,0.0,0.0,0.0,6.8,1.79,0.0
20220603:2130,0.0,0.0,-4.13,6.49,1.72,0.0
20220603:2230,22.55,39.88,6.72,6.04,1.59,0.0
20220603:2330,82.82,111.84,18.25,6.93,1.1,0.0
20220604:0030,232.64,294.52,30.22,9.66,1.17,0.0
20220604:0130,375.56,459.96,42.38,11.31,0.97,0.0
20220604:0230,486.64,606.56,54.48,12.92,0.48,0.0
20220604:0330,541.52,677.05,65.99,14.47,1.38,0.0
20220604:0430,630.96,796.94,75.0,15.75,1.86,0.0
20220604:0530,721.53,922.48,75.42,17.1,2.28,0.0
20220604:0630,638.82,806.38,66.76,18.31,2.55,0.0
20220604:0730,418.35,521.82,55.33,19.04,2.55,0.0
20220604:0830,405.35,504.44,43.25,19.19,3.52,0.0
20220604:0930,263.99,347.12,31.09,19.27,4.07,0.0
20220604:1030,81.58,139.07,19.12,18.68,4.28,0.0
20220604:1130,17.72,35.02,7.57,17.49,4.28,0.0
20220604:1230,0.0,0.0,-3.33,15.94,3.17,0.0
20220604:1330,0.0,0.0,0.0,14.27,2.34,0.0
20220604:1430,0.0,0.0,0.0,12.95,1.52,0.0
20220604:1530,0.0,0.0,0.0,12.48,1.03,0.0
20220604:1630,0.0,0.0,0.0,12.19,0.97,0.0
20220604:1730,0.0,0.0,0.0,12.32,0.41,0.0
20220604:1830,0.0,0.0,0.0,11.87,0.28,0.0
20220604:1930,0.0,0.0,0.0,9.59,0.76,0.0
20220604:2030,0.0,0.0,0.0,9.08,0.69,0.0
20220604:2130,0.0,0.0,-4.08,8.66,0.69,0.0
20220604:2230,17.75,33.93,6.76,8.34,0.83,0.0
20220604:2330,55.45,80.84,18.28,9.07,0.55,0.0
20220605:0030,252.74,331.43,30.25,12.7,0.28,0.0
20220605:0130,437.99,551.38,42.4,15.01,0.41,0.0
20220605:0230,588.25,753.86,54.5,16.64,0.55,0.0
20220605:0330,687.69,896.02,66.03,18.14,1.03,0.0
20220605:0430,743.55,972.13,75.09,19.52,1.79,0.0
20220605:0530,732.16,949.32,75.54,20.77,2.55,0.0
20220605:0630,536.35,680.67,66.86,21.84,2.9,0.0
20220605:0730,337.25,422.01,55.42,21.72,3.66,0.0
20220605:0830,331.16,416.4,43.34,21.35,4.07,0.0
20220605:0930,235.82,310.76,31.18,21.25,4.14,0.0
20220605:1030,80.21,128.05,19.22,21.02,4.0,0.0
20220605:1130,16.48,33.62,7.66,20.12,4.14,0.0
20220605:1230,0.0,0.0,-3.23,18.23,3.38,0.0
20220605:1330,0.0,0.0,0.0,16.14,3.1,0.0
20220605:1430,0.0,0.0,0.0,14.63,2.69,0.0
20220605:1530,0.0,0.0,0.0,13.51,2.0,0.0
20220605:1630,0.0,0.0,0.0,13.09,1.17,0.0
20220605:1730,0.0,0.0,0.0,13.61,0.62,0.0
20220605:1830,0.0,0.0,0.0,13.8,0.14,0.0
20220605:1930,0.0,0.0,0.0,12.58,2.0,0.0
20220605:2030,0.0,0.0,0.0,12.86,2.55,0.0
20220605:2130,0.0,0.0,-4.03,12.82,2.97,0.0
20220605:2230,8.39,21.07,6.79,12.83,3.24,0.0
20220605:2330,44.79,68.99,18.3,13.07,3.1,0.0
20220606:0030,126.02,166.92,30.26,13.72,3.59,0.0
20220606:0130,281.16,345.23,42.41,14.6,3.86,0.0
20220606:0230,250.41,310.99,54.52,16.09,4.14,0.0
20220606:0330,345.14,424.45,66.06,16.78,3.86,0.0
20220606:0430,416.61,516.16,75.16,17.7,3.03,0.0
20220606:0530,481.19,601.77,75.65,18.47,2.34,0.0
20220606:0630,248.82,315.19,66.96,19.09,1.79,0.0
20220606:0730,252.29,319.07,55.51,18.91,2.41,0.0
20220606:0830,225.85,288.18,43.43,18.85,2.07,0.0
20220606:0930,130.77,176.04,31.27,18.88,1.93,0.0
20220606:1030,56.2,89.4,19.31,18.42,1.52,0.0
20220606:1130,12.92,28.29,7.76,17.83,0.76,0.0
20220606:1230,0.0,0.0,-3.13,16.85,1.24,0.0
20220606:1330,0.0,0.0,0.0,15.31,1.24,0.0
20220606:1430,0.0,0.0,0.0,13.87,1.59,0.0
20220606:1530,0.0,0.0,0.0,12.49,1.86,0.0
20220606:1630,0.0,0.0,0.0,11.31,1.59,0.0
20220606:1730,0.0,0.0,0.0,10.98,1.03,0.0
20220606:1830,0.0,0.0,0.0,11.03,0.69,0.0
20220606:1930,0.0,0.0,0.0,9.9,1.59,0.0
20220606:2030,0.0,0.0,0.0,9.99,1.72,0.0
20220606:2130,0.0,0.0,-3.99,9.95,1.86,0.0
20220606:2230,17.61,33.89,6.82,9.67,1.79,0.0
20220606:2330,62.15,89.02,18.33,10.1,1.45,0.0
20220607:0030,200.26,259.03,30.28,11.76,1.03,0.0
20220607:0130,385.13,472.86,42.42,13.53,1.79,0.0
20220607:0230,392.23,479.57,54.53,15.98,3.24,0.0
20220607:0330,366.68,449.74,66.09,16.9,3.86,0.0
20220607:0430,420.1,516.62,75.23,17.81,4.0,0.0
20220607:0530,521.35,645.22,75.76,18.36,3.93,0.0
20220607:0630,451.22,558.43,67.05,19.01,3.52,0.0
20220607:0730,423.29,528.3,55.6,19.67,2.62,0.0
20220607:0830,368.05,462.07,43.51,20.03,2.62,0.0
20220607:0930,229.16,304.86,31.35,20.36,3.03,0.0
20220607:1030,76.56,127.17,19.39,20.25,3.38,0.0
20220607:1130,12.42,27.72,7.85,19.65,3.52,0.0
20220607:1230,0.0,0.0,-3.03,18.54,3.17,0.0
20220607:1330,0.0,0.0,0.0,16.85,2.9,0.0
20220607:1430,0.0,0.0,0.0,15.22,2.41,0.0
20220607:1530,0.0,0.0,0.0,13.69,2.07,0.0
20220607:1630,0.0,0.0,0.0,12.16,1.59,0.0
20220607:1730,0.0,0.0,0.0,12.53,0.97,0.0
20220607:1830,0.0,0.0,0.0,12.77,0.55,0.0
20220607:1930,0.0,0.0,0.0,11.8,0.9,0.0
20220607:2030,0.0,0.0,0.0,11.46,0.76,0.0
20220607:2130,0.0,0.0,-3.96,11.19,0.34,0.0
20220607:2230,15.48,31.17,6.85,10.96,0.28,0.0
20220607:2330,44.17,67.95,18.34,11.32,0.34,0.0
20220608:0030,255.61,336.79,30.28,14.19,1.31,0.0
20220608:0130,449.4,559.45,42.43,16.73,2.28,0.0
20220608:0230,598.19,752.84,54.54,18.72,2.48,0.0
20220608:0330,695.04,895.06,66.11,20.43,2.41,0.0
20220608:0430,733.27,961.3,75.3,21.86,2.28,0.0
20220608:0530,714.5,944.45,75.86,23.03,2.0,0.0
20220608:0630,631.58,829.56,67.14,23.69,1.79,0.0
20220608:0730,495.67,637.31,55.68,23.7,2.14,0.0
20220608:0830,315.59,404.91,43.59,23.64,2.48,0.0
20220608:0930,139.7,191.14,31.43,22.95,2.97,0.0
20220608:1030,48.66,79.93,19.48,22.09,3.59,0.0
20220608:1130,9.87,23.92,7.94,19.95,3.24,0.0
20220608:1230,0.0,0.0,-2.94,17.73,2.83,0.0
20220608:1330,0.0,0.0,0.0,16.14,1.1,0.0
20220608:1430,0.0,0.0,0.0,14.84,1.79,0.0
20220608:1530,0.0,0.0,0.0,14.02,1.86,0.0
20220608:1630,0.0,0.0,0.0,13.1,2.0,0.0
20220608:1730,0.0,0.0,0.0,12.06,2.21,0.0
20220608:1830,0.0,0.0,0.0,11.42,2.0,0.0
20220608:1930,0.0,0.0,0.0,11.52,1.38,0.0
20220608:2030,0.0,0.0,0.0,11.36,1.38,0.0
20220608:2130,0.0,0.0,-3.93,11.23,1.24,0.0
20220608:2230,19.93,37.16,6.87,10.94,1.31,0.0
20220608:2330,75.53,105.5,18.36,11.72,1.1,0.0
20220609:0030,217.76,282.19,30.29,14.77,1.72,0.0
20220609:0130,305.35,380.9,42.43,16.55,2.34,0.0
20220609:0230,424.41,532.04,54.55,17.44,1.31,0.0
20220609:0330,521.99,666.6,66.13,18.14,0.83,0.0
20220609:0430,469.98,592.12,75.36,18.7,1.31,0.0
20220609:0530,471.16,590.14,75.96,18.92,2.0,0.0
20220609:0630,270.65,340.27,67.23,19.13,2.69,0.0
20220609:0730,352.43,434.92,55.76,16.48,2.83,0.0
20220609:0830,306.1,381.26,43.67,16.93,2.41,0.0
20220609:0930,184.19,241.27,31.51,17.11,2.14,0.0
20220609:1030,62.72,100.4,19.56,17.15,2.28,0.0
20220609:1130,14.06,29.78,8.02,16.57,2.69,0.0
20220609:1230,0.0,0.0,-2.85,15.67,2.28,0.0
20220609:1330,0.0,0.0,0.0,14.04,1.72,0.0
20220609:1430,0.0,0.0,0.0,12.49,1.03,0.0
20220609:1530,0.0,0.0,0.0,12.77,0.69,0.0
20220609:1630,0.0,0.0,0.0,12.34,0.69,0.0
20220609:1730,0.0,0.0,0.0,11.61,0.9,0.0
20220609:1830,0.0,0.0,0.0,10.54,1.03,0.0
20220609:1930,0.0,0.0,0.0,8.35,1.86,0.0
20220609:2030,0.0,0.0,0.0,7.9,1.72,0.0
20220609:2130,0.0,0.0,-3.9,7.49,1.66,0.0
20220609:2230,16.45,32.09,6.88,7.71,1.31,0.0
20220609:2330,55.46,80.97,18.37,9.51,0.76,0.0
20220610:0030,224.75,293.71,30.29,12.72,0.76,0.0
20220610:0130,439.24,549.84,42.43,15.0,0.9,0.0
20220610:0230,568.45,717.74,54.55,16.98,1.31,0.0
20220610:0330,671.7,852.3,66.15,18.54,2.48,0.0
20220610:0430,745.44,960.4,75.41,19.6,2.69,0.0
20220610:0530,724.86,937.0,76.05,20.36,2.48,0.0
20220610:0630,666.33,859.63,67.32,20.53,2.07,0.0
20220610:0730,540.31,689.6,55.84,21.25,1.86,0.0
20220610:0830,420.48,533.17,43.75,21.33,2.41,0.0
20220610:0930,249.97,332.69,31.59,21.15,2.83,0.0
20220610:1030,77.12,137.93,19.64,20.8,3.24,0.0
20220610:1130,18.8,36.86,8.11,19.85,3.03,0.0
20220610:1230,0.0,0.0,-2.76,18.74,2.9,0.0
20220610:1330,0.0,0.0,0.0,17.14,3.45,0.0
20220610:1430,0.0,0.0,0.0,15.66,4.0,0.0
20220610:1530,0.0,0.0,0.0,14.34,3.59,0.0
20220610:1630,0.0,0.0,0.0,13.25,2.9,0.0
20220610:1730,0.0,0.0,0.0,12.44,2.41,0.0
20220610:1830,0.0,0.0,0.0,11.75,2.28,0.0
20220610:1930,0.0,0.0,0.0,10.84,2.21,0.0
20220610:2030,0.0,0.0,0.0,10.32,1.93,0.0
20220610:2130,0.0,0.0,-3.88,9.75,1.72,0.0
20220610:2230,23.66,41.8,6.9,9.26,1.59,0.0
20220610:2330,80.64,110.97,18.37,10.52,1.1,0.0
20220611:0030,233.86,302.43,30.28,13.48,1.17,0.0
20220611:0130,394.95,493.66,42.43,15.88,1.31,0.0
20220611:0230,510.24,642.93,54.55,17.76,1.66,0.0
20220611:0330,572.69,729.93,66.15,19.52,2.14,0.0
20220611:0430,544.14,692.72,75.45,20.92,2.69,0.0
20220611:0530,454.18,575.4,76.13,21.47,3.03,0.0
20220611:0630,370.21,469.07,67.4,21.69,3.24,0.0
20220611:0730,209.42,270.28,55.92,19.45,0.9,0.0
20220611:0830,112.03,150.76,43.82,16.29,1.52,0.0
20220611:0930,87.73,120.84,31.67,14.17,2.34,0.0
20220611:1030,17.59,34.37,19.72,13.35,2.9,0.0
20220611:1130,3.97,13.9,8.18,12.7,2.41,0.0
20220611:1230,0.0,0.0,-2.68,11.99,2.62,0.0
20220611:1330,0.0,0.0,0.0,11.34,2.48,0.0
20220611:1430,0.0,0.0,0.0,10.69,2.07,0.0
20220611:1530,0.0,0.0,0.0,10.14,1.17,0.0
20220611:1630,0.0,0.0,0.0,9.76,0.83,0.0
20220611:1730,0.0,0.0,0.0,9.4,0.83,0.0
20220611:1830,0.0,0.0,0.0,9.2,0.76,0.0
20220611:1930,0.0,0.0,0.0,8.1,0.69,0.0
20220611:2030,0.0,0.0,0.0,8.06,0.62,0.0
20220611:2130,0.0,0.0,-3.87,7.17,0.69,0.0
20220611:2230,18.31,34.45,6.9,6.58,0.48,0.0
20220611:2330,69.22,96.45,18.37,7.35,0.34,0.0
20220612:0030,240.14,306.37,30.28,9.36,0.34,0.0
20220612:0130,429.06,529.53,42.42,11.41,0.62,0.0
20220612:0230,589.23,741.02,54.54,14.03,0.83,0.0
20220612:0330,689.29,892.81,66.16,15.9,0.76,0.0
20220612:0430,717.45,930.55,75.49,17.38,1.31,0.0
20220612:0530,740.1,957.32,76.21,18.5,2.0,0.0
20220612:0630,627.94,796.04,67.48,19.3,2.41,0.0
20220612:0730,511.63,647.53,55.99,19.13,1.59,0.0
20220612:0830,372.83,470.23,43.89,19.32,1.79,0.0
20220612:0930,236.26,312.6,31.74,19.55,1.93,0.0
20220612:1030,89.67,140.65,19.79,19.5,2.21,0.0
20220612:1130,20.18,38.65,8.26,18.95,1.93,0.0
20220612:1230,0.0,0.0,-2.6,17.64,1.45,0.0
20220612:1330,0.0,0.0,0.0,15.74,0.9,0.0
20220612:1430,0.0,0.0,0.0,15.83,0.28,0.0
20220612:1530,0.0,0.0,0.0,14.96,0.83,0.0
20220612:1630,0.0,0.0,0.0,13.54,1.1,0.0
20220612:1730,0.0,0.0,0.0,12.48,1.24,0.0
20220612:1830,0.0,0.0,0.0,11.22,1.52,0.0
20220612:1930,0.0,0.0,0.0,8.88,1.1,0.0
20220612:2030,0.0,0.0,0.0,8.2,1.31,0.0
20220612:2130,0.0,0.0,-3.86,8.24,1.31,0.0
20220612:2230,15.9,31.39,6.9,8.09,1.38,0.0
20220612:2330,44.93,68.12,18.37,8.86,1.31,0.0
20220613:0030,256.01,335.84,30.27,13.17,1.38,0.0
20220613:0130,444.42,552.82,42.4,15.39,1.72,0.0
20220613:0230,575.95,721.13,54.53,16.84,2.0,0.0
20220613:0330,697.97,888.51,66.16,17.97,2.41,0.0
20220613:0430,764.39,983.24,75.52,19.1,2.83,0.0
20220613:0530,765.71,987.33,76.28,20.01,3.03,0.0
20220613:0630,733.23,941.21,67.55,20.64,3.17,0.0
20220613:0730,624.17,789.76,56.06,21.03,3.38,0.0
20220613:0830,473.97,598.39,43.96,21.19,3.24,0.0
20220613:0930,281.87,375.08,31.81,21.18,3.1,0.0
20220613:1030,81.32,148.98,19.86,20.87,2.76,0.0
20220613:1130,18.85,36.99,8.33,20.16,1.86,0.0
20220613:1230,0.0,0.0,-2.53,17.96,1.03,0.0
20220613:1330,0.0,0.0,0.0,16.58,1.03,0.0
20220613:1430,0.0,0.0,0.0,16.08,0.9,0.0
20220613:1530,0.0,0.0,0.0,15.13,0.62,0.0
20220613:1630,0.0,0.0,0.0,14.39,0.41,0.0
20220613:1730,0.0,0.0,0.0,13.78,0.14,0.0
20220613:1830,0.0,0.0,0.0,13.33,0.28,0.0
20220613:1930,0.0,0.0,0.0,12.98,0.48,0.0
20220613:2030,0.0,0.0,0.0,12.81,0.69,0.0
20220613:2130,0.0,0.0,-3.85,12.68,0.69,0.0
20220613:2230,16.06,32.14,6.9,12.44,0.69,0.0
20220613:2330,43.75,67.73,18.36,12.52,0.69,0.0
20220614:0030,265.83,350.44,30.25,12.96,0.83,0.0
20220614:0130,464.69,583.05,42.39,17.08,1.86,0.0
20220614:0230,618.63,784.6,54.52,19.04,2.28,0.0
20220614:0330,716.74,932.04,66.15,20.57,2.14,0.0
20220614:0430,763.99,1011.18,75.54,21.79,2.07,0.0
20220614:0530,760.92,1014.9,76.35,22.74,1.93,0.0
20220614:0630,710.94,939.85,67.62,23.48,2.07,0.0
20220614:0730,617.1,798.56,56.13,23.79,2.62,0.0
20220614:0830,468.74,602.7,44.03,24.04,2.69,0.0
20220614:0930,276.49,373.51,31.87,24.05,2.83,0.0
20220614:1030,79.77,147.76,19.93,23.71,3.24,0.0
20220614:1130,18.29,36.55,8.4,22.79,3.52,0.0
20220614:1230,0.0,0.0,-2.46,20.39,3.52,0.0
20220614:1330,0.0,0.0,0.0,17.92,4.07,0.0
20220614:1430,0.0,0.0,0.0,16.28,4.14,0.0
20220614:1530,0.0,0.0,0.0,14.82,3.72,0.0
20220614:1630,0.0,0.0,0.0,13.58,3.38,0.0
20220614:1730,0.0,0.0,0.0,12.42,2.83,0.0
20220614:1830,0.0,0.0,0.0,11.14,2.48,0.0
20220614:1930,0.0,0.0,0.0,10.25,2.28,0.0
20220614:2030,0.0,0.0,0.0,9.88,2.07,0.0
20220614:2130,0.0,0.0,-3.85,9.81,1.93,0.0
20220614:2230,16.0,31.66,6.89,9.28,2.07,0.0
20220614:2330,43.76,66.9,18.35,9.74,2.0,0.0
20220615:0030,261.69,345.03,30.23,14.79,2.48,0.0
20220615:0130,462.38,575.26,42.37,18.08,3.45,0.0
20220615:0230,618.28,775.77,54.5,20.72,4.07,0.0
20220615:0330,723.41,922.94,66.14,22.7,4.55,0.0
20220615:0430,777.79,1001.87,75.56,23.99,5.03,0.0
20220615:0530,777.73,1003.83,76.41,24.85,5.31,0.0
20220615:0630,725.76,932.61,67.68,25.32,5.31,0.0
20220615:0730,620.16,790.98,56.19,25.36,4.97,0.0
20220615:0830,468.47,596.46,44.09,25.31,5.03,0.0
20220615:0930,274.77,369.71,31.94,24.96,5.1,0.0
20220615:1030,79.65,146.52,19.99,24.22,5.24,0.0
20220615:1130,18.7,37.12,8.47,22.93,5.24,0.0
20220615:1230,0.0,0.0,-2.39,20.86,4.62,0.0
20220615:1330,0.0,0.0,0.0,18.49,4.83,0.0
20220615:1430,0.0,0.0,0.0,16.74,4.83,0.0
20220615:1530,0.0,0.0,0.0,15.24,4.21,0.0
20220615:1630,0.0,0.0,0.0,14.03,3.59,0.0
20220615:1730,0.0,0.0,0.0,12.96,2.97,0.0
20220615:1830,0.0,0.0,0.0,11.87,2.48,0.0
20220615:1930,0.0,0.0,0.0,11.03,2.14,0.0
20220615:2030,0.0,0.0,0.0,10.28,1.59,0.0
20220615:2130,0.0,0.0,-3.86,9.97,1.52,0.0
20220615:2230,17.72,34.1,6.88,10.13,1.31,0.0
20220615:2330,46.66,71.01,18.33,11.63,0.97,0.0
20220616:0030,257.04,340.97,30.21,14.6,1.24,0.0
20220616:0130,449.58,567.61,42.34,17.96,1.59,0.0
20220616:0230,597.95,768.83,54.47,20.54,1.66,0.0
20220616:0330,697.01,914.31,66.13,22.61,2.07,0.0
20220616:0430,750.4,993.35,75.57,24.1,2.62,0.0
20220616:0530,751.61,998.09,76.47,25.21,2.83,0.0
20220616:0630,702.45,925.1,67.75,26.02,3.1,0.0
20220616:0730,607.01,786.17,56.25,26.28,3.59,0.0
20220616:0830,459.11,589.78,44.15,26.55,4.48,0.0
20220616:0930,270.43,365.37,32.0,26.2,5.24,0.0
20220616:1030,78.91,146.38,20.05,25.22,5.86,0.0
20220616:1130,18.41,36.81,8.53,23.65,6.0,0.0
20220616:1230,0.0,0.0,-2.33,21.59,5.31,0.0
20220616:1330,0.0,0.0,0.0,19.21,5.17,0.0
20220616:1430,0.0,0.0,0.0,17.28,4.76,0.0
20220616:1530,0.0,0.0,0.0,15.69,4.14,0.0
20220616:1630,0.0,0.0,0.0,14.39,3.66,0.0
20220616:1730,0.0,0.0,0.0,13.23,3.38,0.0
20220616:1830,0.0,0.0,0.0,12.16,3.17,0.0
20220616:1930,0.0,0.0,0.0,11.87,2.76,0.0
20220616:2030,0.0,0.0,0.0,11.01,2.69,0.0
20220616:2130,0.0,0.0,-3.87,10.2,2.55,0.0
20220616:2230,16.51,32.35,6.87,9.28,2.0,0.0
20220616:2330,43.64,66.9,18.31,10.12,1.38,0.0
20220617:0030,255.85,338.32,30.18,14.13,1.59,0.0
20220617:0130,449.64,565.42,42.32,17.6,1.79,0.0
20220617:0230,590.75,759.23,54.45,20.45,1.59,0.0
20220617:0330,686.18,908.26,66.11,22.76,1.52,0.0
20220617:0430,730.26,983.5,75.57,24.59,1.66,0.0
20220617:0530,735.64,985.3,76.51,25.98,2.41,0.0
20220617:0630,687.73,907.25,67.8,26.93,3.17,0.0
20220617:0730,594.66,768.76,56.31,27.06,4.07,0.0
20220617:0830,449.19,577.36,44.21,27.21,4.9,0.0
